conversation_id,predictions_text,cosine_similarity_model_text,kl_divergence_text,mean_squared_error_text,predictions_image,cosine_similarity_model_image,kl_divergence_image,mean_squared_error_image,predictions_multi,cosine_similarity_model_multi,kl_divergence_multi,mean_squared_error_multi
1096691767322333185,"[('anger', 0.11807555705308914), ('sadness', 0.13540515303611755), ('fear', 0.13758991658687592), ('joy', 0.2547484338283539), ('disgust', 0.1654725819826126), ('surprise', 0.1887083649635315)]",0.8574524,0.17947191,0.009445525,"[('anger', 0.08473839610815048), ('sadness', 0.16781456768512726), ('fear', 0.3716804087162018), ('joy', 0.15076301991939545), ('disgust', 0.08496517688035965), ('surprise', 0.1400383710861206)]",0.91696167,0.08637223,0.0060301884,"[('anger', 0.05089603736996651), ('sadness', 0.10485667735338211), ('fear', 0.5113130807876587), ('joy', 0.16546575725078583), ('disgust', 0.06715647131204605), ('surprise', 0.10031189769506454)]",0.79806894,0.2400403,0.019197524
1096464175172333574,"[('anger', 0.14172357320785522), ('sadness', 0.12476073205471039), ('fear', 0.13206355273723602), ('joy', 0.21618181467056274), ('disgust', 0.1659378856420517), ('surprise', 0.21933244168758392)]",0.7097333,0.38442725,0.024301857,"[('anger', 0.06635557115077972), ('sadness', 0.13024520874023438), ('fear', 0.39333078265190125), ('joy', 0.19578365981578827), ('disgust', 0.08658187091350555), ('surprise', 0.12770289182662964)]",0.9821797,0.0352726,0.0020078204,"[('anger', 0.05659500136971474), ('sadness', 0.08762802928686142), ('fear', 0.5503694415092468), ('joy', 0.16253890097141266), ('disgust', 0.05497658997774124), ('surprise', 0.08789203315973282)]",0.9821551,0.048688084,0.0023657714
1096379137063833601,"[('anger', 0.14435391128063202), ('sadness', 0.22405554354190826), ('fear', 0.14909020066261292), ('joy', 0.1594034731388092), ('disgust', 0.10931765288114548), ('surprise', 0.21377921104431152)]",0.9650407,0.0540815,0.0023938254,"[('anger', 0.07380088418722153), ('sadness', 0.13649369776248932), ('fear', 0.40541720390319824), ('joy', 0.17526273429393768), ('disgust', 0.07766570150852203), ('surprise', 0.1313597559928894)]",0.7467389,0.24152794,0.019079154,"[('anger', 0.09620209783315659), ('sadness', 0.22158288955688477), ('fear', 0.20483911037445068), ('joy', 0.17656560242176056), ('disgust', 0.09449616819620132), ('surprise', 0.2063141167163849)]",0.965834,0.043465957,0.0023085948
1097598138754519040,"[('anger', 0.17466171085834503), ('sadness', 0.17244787514209747), ('fear', 0.15009629726409912), ('joy', 0.17087042331695557), ('disgust', 0.15353381633758545), ('surprise', 0.17838986217975616)]",0.8845105,0.17776561,0.007903697,"[('anger', 0.11887693405151367), ('sadness', 0.18709570169448853), ('fear', 0.3234325051307678), ('joy', 0.1630326360464096), ('disgust', 0.0812443420290947), ('surprise', 0.12631791830062866)]",0.6971741,0.37170875,0.0212645,"[('anger', 0.10266295075416565), ('sadness', 0.14869661629199982), ('fear', 0.2930157780647278), ('joy', 0.2681024670600891), ('disgust', 0.09242712706327438), ('surprise', 0.09509509801864624)]",0.7344557,0.3473713,0.018858826
1097060892527738881,"[('anger', 0.1626095473766327), ('sadness', 0.19858968257904053), ('fear', 0.14516563713550568), ('joy', 0.1786203384399414), ('disgust', 0.11057207733392715), ('surprise', 0.20444270968437195)]",0.65119904,0.5431012,0.032537892,"[('anger', 0.09945114701986313), ('sadness', 0.1587809920310974), ('fear', 0.2800756096839905), ('joy', 0.23697495460510254), ('disgust', 0.09898713231086731), ('surprise', 0.12573018670082092)]",0.8746226,0.25286806,0.013892427,"[('anger', 0.08758922666311264), ('sadness', 0.14869412779808044), ('fear', 0.34985509514808655), ('joy', 0.19497087597846985), ('disgust', 0.08658082038164139), ('surprise', 0.13230985403060913)]",0.9160723,0.21594703,0.0097764665
1100427101461716995,"[('anger', 0.13585986196994781), ('sadness', 0.20577263832092285), ('fear', 0.16331392526626587), ('joy', 0.16521190106868744), ('disgust', 0.1297581046819687), ('surprise', 0.20008347928524017)]",0.89631003,0.1349912,0.00823541,"[('anger', 0.10293279588222504), ('sadness', 0.2216489315032959), ('fear', 0.18221259117126465), ('joy', 0.19833363592624664), ('disgust', 0.09689696878194809), ('surprise', 0.19797508418560028)]",0.89036196,0.13665126,0.008561788,"[('anger', 0.10146822780370712), ('sadness', 0.22572846710681915), ('fear', 0.1682133674621582), ('joy', 0.20797160267829895), ('disgust', 0.09250570088624954), ('surprise', 0.20411258935928345)]",0.8970492,0.127955,0.008075158
1099757299776868357,"[('anger', 0.14188876748085022), ('sadness', 0.15524302423000336), ('fear', 0.11068708449602127), ('joy', 0.24090494215488434), ('disgust', 0.1371927708387375), ('surprise', 0.21408340334892273)]",0.7651483,0.33675373,0.020485897,"[('anger', 0.12164764851331711), ('sadness', 0.1769406795501709), ('fear', 0.20878814160823822), ('joy', 0.21593539416790009), ('disgust', 0.10754308104515076), ('surprise', 0.16914507746696472)]",0.73096424,0.38453346,0.023086697,"[('anger', 0.06477196514606476), ('sadness', 0.1482313573360443), ('fear', 0.43046900629997253), ('joy', 0.18349765241146088), ('disgust', 0.06941249966621399), ('surprise', 0.10361751914024353)]",0.4739356,0.6897961,0.0489349
1099912366219702274,"[('anger', 0.17431558668613434), ('sadness', 0.16992847621440887), ('fear', 0.17622379958629608), ('joy', 0.17209883034229279), ('disgust', 0.15569272637367249), ('surprise', 0.15174053609371185)]",0.9259369,0.09441085,0.0046721445,"[('anger', 0.0991397276520729), ('sadness', 0.20766973495483398), ('fear', 0.19366511702537537), ('joy', 0.24712911248207092), ('disgust', 0.09211768954992294), ('surprise', 0.16027863323688507)]",0.99094284,0.012099892,0.0006021822,"[('anger', 0.0923810675740242), ('sadness', 0.1992020457983017), ('fear', 0.23319688439369202), ('joy', 0.2302648276090622), ('disgust', 0.10216253995895386), ('surprise', 0.14279264211654663)]",0.98552483,0.018363088,0.0009456172
1096754582867324929,"[('anger', 0.14745403826236725), ('sadness', 0.1788773536682129), ('fear', 0.1282120645046234), ('joy', 0.19996902346611023), ('disgust', 0.13599556684494019), ('surprise', 0.2094920128583908)]",0.5528537,0.72448385,0.04969269,"[('anger', 0.05526019632816315), ('sadness', 0.0888252854347229), ('fear', 0.5180367231369019), ('joy', 0.18968509137630463), ('disgust', 0.0668555498123169), ('surprise', 0.08133713901042938)]",0.99216163,0.031739585,0.0020578061,"[('anger', 0.0459754541516304), ('sadness', 0.08157559484243393), ('fear', 0.5994637608528137), ('joy', 0.16319319605827332), ('disgust', 0.046404048800468445), ('surprise', 0.06338800489902496)]",0.9984826,0.010692261,0.00026754927
1099751313863192576,"[('anger', 0.1490829885005951), ('sadness', 0.1566861867904663), ('fear', 0.14152614772319794), ('joy', 0.20491540431976318), ('disgust', 0.15653251111507416), ('surprise', 0.19125674664974213)]",0.73770326,0.47295958,0.02382089,"[('anger', 0.11083168536424637), ('sadness', 0.19892799854278564), ('fear', 0.30449843406677246), ('joy', 0.15056540071964264), ('disgust', 0.09678347408771515), ('surprise', 0.13839295506477356)]",0.88011295,0.2777224,0.01220311,"[('anger', 0.062001753598451614), ('sadness', 0.12941886484622955), ('fear', 0.44380640983581543), ('joy', 0.20558416843414307), ('disgust', 0.07030671834945679), ('surprise', 0.08888202905654907)]",0.95850575,0.1426975,0.0042825257
1096495945225629696,"[('anger', 0.16506917774677277), ('sadness', 0.22003771364688873), ('fear', 0.1455523669719696), ('joy', 0.13550199568271637), ('disgust', 0.13219958543777466), ('surprise', 0.20163913071155548)]",0.8222102,0.23571458,0.013081133,"[('anger', 0.08900932967662811), ('sadness', 0.18889428675174713), ('fear', 0.29739317297935486), ('joy', 0.19484998285770416), ('disgust', 0.07731786370277405), ('surprise', 0.1525353491306305)]",0.75828195,0.28647158,0.018029492,"[('anger', 0.1233418881893158), ('sadness', 0.21442319452762604), ('fear', 0.18042077124118805), ('joy', 0.21940799057483673), ('disgust', 0.10325292497873306), ('surprise', 0.1591533124446869)]",0.89318967,0.15058847,0.008200693
1099916391052992512,"[('anger', 0.14314310252666473), ('sadness', 0.1954084038734436), ('fear', 0.1419779658317566), ('joy', 0.19933417439460754), ('disgust', 0.12702593207359314), ('surprise', 0.19311043620109558)]",0.5477277,0.7533987,0.052030098,"[('anger', 0.07369925081729889), ('sadness', 0.14823922514915466), ('fear', 0.3667512834072113), ('joy', 0.20738773047924042), ('disgust', 0.07066435366868973), ('surprise', 0.1332581639289856)]",0.8805555,0.28555438,0.018521829,"[('anger', 0.07256310433149338), ('sadness', 0.13129596412181854), ('fear', 0.4411640465259552), ('joy', 0.1704888939857483), ('disgust', 0.07352522760629654), ('surprise', 0.11096276342868805)]",0.9394365,0.20026593,0.010716042
1100457230128816128,"[('anger', 0.16818733513355255), ('sadness', 0.1897580474615097), ('fear', 0.13465894758701324), ('joy', 0.15300507843494415), ('disgust', 0.15245391428470612), ('surprise', 0.20193667709827423)]",0.63009715,0.6265452,0.03457357,"[('anger', 0.07884271442890167), ('sadness', 0.15170851349830627), ('fear', 0.36709684133529663), ('joy', 0.19952356815338135), ('disgust', 0.07918264716863632), ('surprise', 0.12364569306373596)]",0.9105364,0.19421959,0.010245537,"[('anger', 0.12064836919307709), ('sadness', 0.17848557233810425), ('fear', 0.2835308313369751), ('joy', 0.2116788625717163), ('disgust', 0.09280350059270859), ('surprise', 0.11285287886857986)]",0.8884333,0.2458148,0.013015568
1100432219485671425,"[('anger', 0.18271678686141968), ('sadness', 0.19979578256607056), ('fear', 0.1518256813287735), ('joy', 0.13299497961997986), ('disgust', 0.09451111406087875), ('surprise', 0.23815567791461945)]",0.98977625,0.010822043,0.00066500914,"[('anger', 0.1011139452457428), ('sadness', 0.2019404172897339), ('fear', 0.24320130050182343), ('joy', 0.18851003050804138), ('disgust', 0.07594366371631622), ('surprise', 0.18929067254066467)]",0.9286091,0.073017165,0.004513617,"[('anger', 0.1306878626346588), ('sadness', 0.2440185397863388), ('fear', 0.1575101613998413), ('joy', 0.17271418869495392), ('disgust', 0.09320268034934998), ('surprise', 0.20186659693717957)]",0.9804608,0.020347,0.0012394496
1097912033016598528,"[('anger', 0.18149235844612122), ('sadness', 0.19561029970645905), ('fear', 0.1343713402748108), ('joy', 0.1680130809545517), ('disgust', 0.11265942454338074), ('surprise', 0.20785345137119293)]",0.9055968,0.121352926,0.005901276,"[('anger', 0.10259989649057388), ('sadness', 0.12751947343349457), ('fear', 0.33980438113212585), ('joy', 0.1687787026166916), ('disgust', 0.1446007490158081), ('surprise', 0.11669686436653137)]",0.7341634,0.2618501,0.017766291,"[('anger', 0.11862079054117203), ('sadness', 0.17154936492443085), ('fear', 0.2558031678199768), ('joy', 0.177186518907547), ('disgust', 0.12922483682632446), ('surprise', 0.14761535823345184)]",0.8411789,0.17257269,0.009956673
1099063005935894533,"[('anger', 0.14108704030513763), ('sadness', 0.13993996381759644), ('fear', 0.11557155847549438), ('joy', 0.23643766343593597), ('disgust', 0.16750024259090424), ('surprise', 0.19946356117725372)]",0.77546287,0.34477755,0.023737077,"[('anger', 0.056473150849342346), ('sadness', 0.10150528699159622), ('fear', 0.48238056898117065), ('joy', 0.1982179582118988), ('disgust', 0.06748025119304657), ('surprise', 0.09394270181655884)]",0.6665292,0.35896662,0.036487207,"[('anger', 0.042406417429447174), ('sadness', 0.07786262035369873), ('fear', 0.5757339000701904), ('joy', 0.187043234705925), ('disgust', 0.051446523517370224), ('surprise', 0.06550730764865875)]",0.60011995,0.442288,0.048997693
1096416446320689153,"[('anger', 0.15002302825450897), ('sadness', 0.14778150618076324), ('fear', 0.13456586003303528), ('joy', 0.2187410295009613), ('disgust', 0.15453554689884186), ('surprise', 0.1943531185388565)]",0.3760873,1.606003,0.119304895,"[('anger', 0.08391199260950089), ('sadness', 0.1321927309036255), ('fear', 0.3876078128814697), ('joy', 0.20957261323928833), ('disgust', 0.08562744408845901), ('surprise', 0.10108744353055954)]",0.83605635,0.6566313,0.05408488,"[('anger', 0.0631449818611145), ('sadness', 0.1145041361451149), ('fear', 0.49060535430908203), ('joy', 0.17959758639335632), ('disgust', 0.05480070784687996), ('surprise', 0.09734728932380676)]",0.9197701,0.45906729,0.034947854
1098836305096728577,"[('anger', 0.18766064941883087), ('sadness', 0.20444582402706146), ('fear', 0.11821099370718002), ('joy', 0.1669856756925583), ('disgust', 0.10574951767921448), ('surprise', 0.21694736182689667)]",0.861983,0.18168798,0.009475402,"[('anger', 0.10279326885938644), ('sadness', 0.23332281410694122), ('fear', 0.2367471307516098), ('joy', 0.1668020635843277), ('disgust', 0.11049208045005798), ('surprise', 0.14984264969825745)]",0.9496581,0.07471592,0.0036511305,"[('anger', 0.1135513186454773), ('sadness', 0.2582509219646454), ('fear', 0.15496745705604553), ('joy', 0.16615965962409973), ('disgust', 0.09526285529136658), ('surprise', 0.21180780231952667)]",0.91308725,0.107983716,0.0061022835
1096736782299869185,"[('anger', 0.17313295602798462), ('sadness', 0.18760286271572113), ('fear', 0.15725456178188324), ('joy', 0.1685795933008194), ('disgust', 0.12396572530269623), ('surprise', 0.1894642412662506)]",0.9019319,0.13457683,0.0069355955,"[('anger', 0.09779457747936249), ('sadness', 0.15634511411190033), ('fear', 0.34245532751083374), ('joy', 0.18228045105934143), ('disgust', 0.08686313778162003), ('surprise', 0.13426142930984497)]",0.7932406,0.20977774,0.014917175,"[('anger', 0.09174619615077972), ('sadness', 0.16522084176540375), ('fear', 0.28212374448776245), ('joy', 0.2269251048564911), ('disgust', 0.10550091415643692), ('surprise', 0.12848316133022308)]",0.8642032,0.15675135,0.009561739
1097824700678451200,"[('anger', 0.14722520112991333), ('sadness', 0.13863620162010193), ('fear', 0.11488111317157745), ('joy', 0.23778754472732544), ('disgust', 0.15922749042510986), ('surprise', 0.20224249362945557)]",0.31548968,1.8036166,0.13198137,"[('anger', 0.06954506039619446), ('sadness', 0.10731618106365204), ('fear', 0.45308852195739746), ('joy', 0.17248642444610596), ('disgust', 0.08313614875078201), ('surprise', 0.11442768573760986)]",0.8922213,0.56006616,0.044990487,"[('anger', 0.05148389935493469), ('sadness', 0.10161317884922028), ('fear', 0.5378482341766357), ('joy', 0.17776478826999664), ('disgust', 0.04817921668291092), ('surprise', 0.0831107497215271)]",0.938051,0.40302792,0.030755399
