,Unnamed: 0,id,conversation_id,created_at,replies,tweet_text,tweet_lang,lang_confidence,reply_emotion_roberta_base,emotion_confidence_roberta_base,reply_emotion_roberta_large,emotion_confidence_roberta_large,reply_emotion_bart,emotion_confidence_bart
5900,5900,1098461025051934725,1097698843997552641,2019-02-21 05:54:51+00:00,imbicile the built a great civilization in a tropical rainforest climate extended drought overpopulation amp overuse of the land resources lead to downfall climate has always changed but overpopulation and overuse of the land resources are human constructs,"I accept the science of climate change, so does everyone in my govt. I would hope that in the forthcoming federal election campaign, media will ask all candidates whether they accept climate change. [USER] #qldpol [URL]",en,0.877319872379303,sadness,0.8108069896697998,disgust,0.7502124309539795,surprise,0.2068181633949279
5803,5803,1098369682246156290,1098307837002948614,2019-02-20 23:51:53+00:00,whether,"A climate change skeptic who once compared \demonization\"" of carbon dioxide to the treatment of Jews under Hitler may lead a proposed White House committee tasked with studying whether climate change and national security, Washington Post reports [URL] [URL]",en,0.860673725605011,disgust,0.0677230805158615,anticipation,0.2410716265439987,surprise,0.4146543443202972
12088,12088,1101020828098007040,1100833022004420608,2019-02-28 07:26:36+00:00,you are an awesome person,"Last week during her #FridaysForFuture #ClimateStrike, a man drove by 12-year-old [USER] rolled down his window and flipped her off.Can we get some ❤️ on this tweet to show her that the world supports young climate activists? [URL] [USER] [URL]",en,0.8602293133735657,joy,0.9900746941566468,joy,0.9884812831878662,surprise,0.325474202632904
9016,9016,1100104034210533376,1100000729878749184,2019-02-25 18:43:35+00:00,no sense in referring to farmed landscapes they are primarily to provide food for humans how about castigating golf courses roads urban areas and football fields,Nice 2 see pollinators in this freaky weather but worrying. Many will emerge weeks before sufficient forage is available and r prob' doomed esp in farmed landscapes. You can help! Plant Cherry-plum Prunus cerasifera wherever possible to provide late winter forage #ClimateChange [URL],en,0.991699993610382,anger,0.9554966688156128,anger,0.9843368530273438,pessimism,0.2722481489181518
10042,10042,1100249498410987520,1099817888293150721,2019-02-26 04:21:36+00:00,the potoroo,So many wrong animals being called ‘Bramble Cay melomys’ in news stories so did a quick search. 17/30 stories have wrong animal. Even science news sites. It's not hard to research just a little before wrongly captioning a completely different animal as BCM. #ClimateChange [URL],en,0.928721249103546,joy,0.1123190447688102,joy,0.2598050534725189,surprise,0.1761935502290725
1380,1380,1096552045081956352,1096390474640826369,2019-02-15 23:29:15+00:00, fucking sociopath...,This rather roudy bunch in #sheffield are taking the day off school to shout about climate change #schoolstrike4climate [URL],en,0.7615129947662354,anger,0.9859720468521118,anger,0.992300510406494,disgust,0.4577975869178772
12237,12237,1101177397540462592,1101176583912599552,2019-02-28 17:48:45+00:00,ah i am so excited for you can i preorder it before it is written,Exciting/terrifying update: writing a book with [USER] about science communication & engagement on emotional & contentious issues. It will be practice-based view & expand themes from pieces like this [USER] [URL] & [USER] [URL] [URL],en,0.9596756100654602,joy,0.9934440851211548,joy,0.9927178621292114,anticipation,0.4241764545440674
9790,9790,1100204046869295105,1100154569663733760,2019-02-26 01:21:00+00:00,i think a lot of people who are not especially vociferous on are skeptical of all the doom and gloom crying wolf over the last years now the issue has become so partisan on both sides that it is hard to know what climate action is prudent,"In new Pew Poll, climate change falls to the bottom of concerns voters believe [USER] and Congress should focus on in 2019.It may be the greatest gap between public sentiment and the catastrophic stakes of inaction we’ve seen since the isolationism of the 1930s. [URL]",en,0.8768444061279297,pessimism,0.7888736724853516,pessimism,0.8594548106193542,pessimism,0.4615448415279388
11577,11577,1100619335482073088,1100467279219830784,2019-02-27 04:51:12+00:00,build a pipeline,"From protecting monarch butterlies to protecting our environment, as well as fighting climate change, Mexico and Canada are working together to ensure future generations benefit from a prosperous and sustainable world. Great to speak to Ambassador [USER] yesterday! 🇨🇦🇲🇽 [URL]",en,0.9133771061897278,anticipation,0.2919709682464599,optimism,0.8701280951499939,anticipation,0.408744215965271
6850,6850,1099043164428685312,1098864953300320256,2019-02-22 20:28:04+00:00,oh and the one explaining that turtle dove populations in general were increasing since they started nesting on satellite dishes head desk,"With 5 mins of fame comes two emails from a climate change denier. Good to know his \time to graph 40 years of lower tropospheric data\"" (source?) renders the four months it took me to model four IPCC scenarios under six independent Global Circulation Models completely wrong.... [URL]",en,0.8755070567131042,anticipation,0.3925235271453857,anticipation,0.5981471538543701,surprise,0.3622382581233978
10686,10686,1100429342830661632,1100427101461716995,2019-02-26 16:16:14+00:00,climate change is not real says man who does not believe in germs,Fox News host rips into Ocasio-Cortez over her climate change remarks [URL] [URL],en,0.7290937304496765,disgust,0.9436521530151368,disgust,0.9100776314735411,pessimism,0.5767530798912048
2627,2627,1097093920813731840,1097065341119811584,2019-02-17 11:22:28+00:00,i love trees more than people i love their energy,"🌿🌸🌱Save Our Trees🌷🕊🍃my family and i, aretree huggers🦋🌱🐞we must take action,to protect forests andcombat climate change🌎here are the top 22benefits of trees 🌱thank you🙏🏾🙏🏻🌿🕊🍃🌸🌱🐞[URL] [URL] [URL]",en,0.8661023378372192,love,0.9836251139640808,love,0.9944497346878052,love,0.5750041007995605
11003,11003,1100457400627269632,1100154569663733760,2019-02-26 18:07:44+00:00,same as scaring kids telling them the world has onlyyears left unless we mandate the absolute scare tactics and hysteria over a lying agenda,"In new Pew Poll, climate change falls to the bottom of concerns voters believe [USER] and Congress should focus on in 2019.It may be the greatest gap between public sentiment and the catastrophic stakes of inaction we’ve seen since the isolationism of the 1930s. [URL]",en,0.8768444061279297,fear,0.9799853563308716,fear,0.9819267392158508,fear,0.5789151191711426
11344,11344,1100517804195885062,1100083734580211712,2019-02-26 22:07:45+00:00,i will believe in secure nuclear power plants the day i will see their insurance cover looking for tech challenge there are a few rusty k russian submarines leaking radiation in the barent sea waiting for a cure,"\#Nuclear is ideal for dealing with climate change because it is the only carbon-free, scalable energy source that’s available 24 hours a day.” - [USER] 👉🏼 [URL] [URL]",en,0.9319465160369872,anger,0.7674316167831421,disgust,0.7894133925437927,anticipation,0.3372864425182342
11880,11880,1100772873059397632,1100772374427906049,2019-02-27 15:01:18+00:00,the near term upshot appears to be that we will see a push on energy amp d that has a good chance of success obviously there is still a lot of gridlock on other policy approaches,There's been a marked shift in Science Committee Republicans' approach to climate this year. Below is from the Environment Subcommittee Chair Roger Marshall (R-KS) opening statement from today's hearing on oceans.Here's an article we put out Monday: [URL] [URL],en,0.8439217209815979,anticipation,0.880932629108429,anticipation,0.9194604158401488,optimism,0.3968126475811004
8791,8791,1100006409645764609,1099993584458219521,2019-02-25 12:15:39+00:00,End Frakking,"Frosty, foggy sunrise, R. Wharfe & Ilkley woods. Fog melted all too quickly, but air alive with bird song, woodpecker hammering and glowing catkins. Now 12C and rising rapidly, another unseasonal day. #ClimateChange [URL]",en,0.9904392957687378,anger,0.9713900685310364,anger,0.9886958599090576,pessimism,0.5333491563796997
6305,6305,1098661319492931584,1097987884097900544,2019-02-21 19:10:45+00:00,yes i am so glad you caught it,"It’s not a big, iconic or ‘sexy’ species and it won’t get much coverage in the media but this is important. The Bramble Cay melomys is now extinct ... the first mammal to be declared extinct due to human-caused climate change. Don’t let this go unnoticed.[URL] [URL]",en,0.9671799540519714,joy,0.9958284497261048,joy,0.9982684850692748,joy,0.5044736266136169
1084,1084,1096509372182814720,1096494783256846339,2019-02-15 20:39:41+00:00,and what happen with theyear had to do it oh yah i know they must used for helping the ilegal to come and take your job school open their own business making go on or open their company on need our own,Things that qualify more as a National Emergency.*Climate Change*Affordable Healthcare*Affordable Housing*Poverty &Low Incomes*Gun Violence*Student Debt*Opioids*Clean Air And WaterBut I guess wasting billions is a better idea.#FAKENationalEmergency #FakeTrumpEmergency [URL],en,0.8882511258125305,anticipation,0.4669588804244995,disgust,0.6453479528427124,anticipation,0.1396626681089401
4226,4226,1098008409016655872,1097698843997552641,2019-02-19 23:56:19+00:00,i doubt you are capable of learning you will never admit you have been had by vested interest you sold out becuae they wanted to make money,"I accept the science of climate change, so does everyone in my govt. I would hope that in the forthcoming federal election campaign, media will ask all candidates whether they accept climate change. [USER] #qldpol [URL]",en,0.8773200511932373,disgust,0.9433127045631408,disgust,0.9728533625602722,surprise,0.4396246373653412
7646,7646,1099328487096233984,1099140102616465409,2019-02-23 15:21:50+00:00,this is why i supported,"Sen. Dianne Feinstein clashed with children over climate change policy, criticizing their requests that she back the Green New Deal, accusing them of presenting an ultimatum and contrasting their inability to vote with her three decades in office [URL] [URL]",en,0.9070133566856384,optimism,0.8737996816635132,optimism,0.9467095732688904,optimism,0.203003391623497
11606,11606,1100636288955416577,1100630332779331584,2019-02-27 05:58:34+00:00,after ural manifesto to such indepth article it shows your concern for rural india jay kissan aur jay javan,"The impact of climate change will affect India’s food security, while reducing fodder supplies for our livestock. My article on the investment and policy reforms that are needed on priority to help farmers cope with climate change, in The Hindu today. [URL] [URL]",en,0.8992199301719666,disgust,0.7788369059562683,anticipation,0.2972481250762939,surprise,0.2256377935409546
9136,9136,1100126999320973312,1100118750198710273,2019-02-25 20:14:50+00:00,she needs to lead by example,Ocasio-Cortez asks if climate change means we should stop having kids [URL] [URL],en,0.74853515625,optimism,0.984682559967041,optimism,0.97165447473526,anticipation,0.3066256642341614
10083,10083,1100257558621614080,1100154569663733760,2019-02-26 04:53:38+00:00,come on axelrod you know that is all spin everybody understands climate change what we object to is the democrats trying to monetize and politicize it,"In new Pew Poll, climate change falls to the bottom of concerns voters believe [USER] and Congress should focus on in 2019.It may be the greatest gap between public sentiment and the catastrophic stakes of inaction we’ve seen since the isolationism of the 1930s. [URL]",en,0.8768444061279297,anger,0.9861772656440736,anger,0.9878183603286744,pessimism,0.3807800114154815
12258,12258,1101179925967659010,1101179258909614080,2019-02-28 17:58:47+00:00,will winter ever end in ontario,Ask me anything 😬🧐! Friday March 1st @ 1pm ET/10 am PT. Stop by with your meteorology/seismology/climate change/aviation/science/messydesk questions 👋🏻 [URL] [USER] #AMA [URL],en,0.8461604714393616,sadness,0.8531267642974854,sadness,0.9843631386756896,pessimism,0.4162296652793884
8258,8258,1099750547731697664,1099726924266565632,2019-02-24 19:18:57+00:00,you mean while you add to the effects of climate change by approving pipelines,"We’re ensuring that families can make ends meet while we combat the effects of #climatechange. This year, the average family of 4 in #WPGSouthCentre and #Manitoba will receive $339 through the  #ClimateActionIncentive. [URL]",en,0.8653926253318787,disgust,0.9537890553474426,disgust,0.9775658845901488,surprise,0.3428378105163574
9730,9730,1100197394313039874,1100154569663733760,2019-02-26 00:54:34+00:00,climate change is the top of my concerns hm,"In new Pew Poll, climate change falls to the bottom of concerns voters believe [USER] and Congress should focus on in 2019.It may be the greatest gap between public sentiment and the catastrophic stakes of inaction we’ve seen since the isolationism of the 1930s. [URL]",en,0.8768444061279297,fear,0.9603187441825868,fear,0.992020308971405,pessimism,0.4178238213062286
450,450,1096437666940239872,1096435275142742016,2019-02-15 15:54:45+00:00,cut down on plastic waste to fight plastic pollution banned plastic microbeads and cut plastic bag use bypercent,We're tacking action on #climatechange 🌳 [URL],en,0.6150091290473938,disgust,0.6014615893363953,optimism,0.7313448786735535,disgust,0.2199581265449524
11417,11417,1100538123967053824,1100154569663733760,2019-02-26 23:28:30+00:00,and based on state by state polling he would not even win electorial college today,"In new Pew Poll, climate change falls to the bottom of concerns voters believe [USER] and Congress should focus on in 2019.It may be the greatest gap between public sentiment and the catastrophic stakes of inaction we’ve seen since the isolationism of the 1930s. [URL]",en,0.8768444061279297,pessimism,0.736140251159668,pessimism,0.6493247151374817,pessimism,0.3940865993499756
9188,9188,1100139614080323584,1100132308659699723,2019-02-25 21:04:58+00:00,and what was the actual data they were studying the journalist writing the story just kept quoting proponents how about an analysis of the data,Evidence for man-made global warming hits 'gold standard': scientists [URL] [URL],en,0.7050155401229858,anticipation,0.8574243187904358,anticipation,0.739063024520874,surprise,0.6043172478675842
